CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,ADDRESS,CITY,STATE,ZIP_CODE,COUNTRY,DATE_OF_BIRTH
411699,Isha,Singh,isha.singh@example.com,,,Hyderabad,Karnataka,X185265,India,1968
412963,Anil,Singh,anil.singh@example.com,,,Hyderabad,Tamil Nadu,X102781,India,1945
414997,Isha,Reddy,isha.reddy@example.com,,,Kolkata,Uttar Pradesh,X187630,India,1985
417179,Sanjay,Shah,sanjay.shah@example.com,,,Hyderabad,Rajasthan,X803626,India,1991
423600,Raj,Gupta,raj.gupta@example.com,,,Delhi,Rajasthan,X801983,India,1983
429525,Isha,Khan,isha.khan@example.com,,,Kolkata,Uttar Pradesh,X456817,India,1997
431622,Priya,Patel,priya.patel@example.com,,,Kolkata,Telangana,X631834,India,1983
432909,Raj,Shah,raj.shah@example.com,,,Bangalore,Uttar Pradesh,X482968,India,1997
438915,Sanjay,Kumar,sanjay.kumar@example.com,,,Ahmedabad,Maharashtra,X582877,India,1970
440965,Isha,Mehta,isha.mehta@example.com,,,Hyderabad,Telangana,X847424,India,2002
451662,Isha,Gupta,isha.gupta@example.com,,,Chennai,West Bengal,X405718,India,1971
452320,Amit,Reddy,amit.reddy@example.com,,,Mumbai,West Bengal,X431694,India,1949
460331,Sita,Sharma,sita.sharma@example.com,,,Hyderabad,Delhi,X577158,India,2003
460601,Sanjay,Jain,sanjay.jain@example.com,,,Delhi,Tamil Nadu,X860616,India,1954
461897,Deepa,Shah,deepa.shah@example.com,,,Chennai,Maharashtra,X591986,India,1981
461915,Raj,Mehta,raj.mehta@example.com,,,Chennai,West Bengal,X109705,India,1980
468946,Raj,Reddy,raj.reddy@example.com,,,Bangalore,Uttar Pradesh,X249385,India,1964
475310,Vikram,Kumar,vikram.kumar@example.com,,,Hyderabad,Gujarat,X640192,India,1955
477101,Anil,Kumar,anil.kumar@example.com,,,Mumbai,Maharashtra,X942252,India,1948
481024,Isha,Reddy,isha.reddy@example.com,,,Lucknow,Karnataka,X705432,India,1951
483315,Isha,Reddy,isha.reddy@example.com,,,Chennai,Uttar Pradesh,X137535,India,1956
484032,Neha,Gupta,neha.gupta@example.com,,,Jaipur,Tamil Nadu,X770912,India,1977
486105,Sita,Sharma,sita.sharma@example.com,,,Kolkata,Rajasthan,X799445,India,1946
490555,Raj,Mehta,raj.mehta@example.com,,,Kolkata,West Bengal,X974294,India,1994
492583,Vikram,Gupta,vikram.gupta@example.com,,,Ahmedabad,Rajasthan,X458316,India,1971
497565,Isha,Mehta,isha.mehta@example.com,,,Delhi,Karnataka,X902904,India,2002
500393,Amit,Shah,amit.shah@example.com,,,Pune,Rajasthan,X131516,India,1944
504517,Priya,Jain,priya.jain@example.com,,,Chennai,Uttar Pradesh,X271811,India,2002
513661,Isha,Khan,isha.khan@example.com,,,Kolkata,Delhi,X682930,India,1945
519248,Raj,Shah,raj.shah@example.com,,,Chennai,Telangana,X956306,India,1981
522373,Vikram,Jain,vikram.jain@example.com,,,Bangalore,Delhi,X772661,India,1992
530018,Sita,Jain,sita.jain@example.com,,,Chennai,West Bengal,X366897,India,1944
544947,Amit,Gupta,amit.gupta@example.com,,,Chennai,Tamil Nadu,X502473,India,1966
550473,Sita,Khan,sita.khan@example.com,,,Pune,Telangana,X933148,India,1966
557555,Vikram,Shah,vikram.shah@example.com,,,Mumbai,Delhi,X859652,India,1950
560432,Deepa,Khan,deepa.khan@example.com,,,Pune,Rajasthan,X837886,India,1976
565486,Deepa,Jain,deepa.jain@example.com,,,Pune,Karnataka,X909669,India,1958
566524,Isha,Jain,isha.jain@example.com,,,Pune,Telangana,X948827,India,1977
581100,Isha,Gupta,isha.gupta@example.com,,,Chennai,Delhi,X696364,India,2002
585930,Vikram,Khan,vikram.khan@example.com,,,Lucknow,Maharashtra,X769037,India,1963
588158,Deepa,Jain,deepa.jain@example.com,,,Jaipur,Telangana,X492353,India,1983
595487,Isha,Gupta,isha.gupta@example.com,,,Mumbai,Telangana,X782159,India,1948
595637,Deepa,Patel,deepa.patel@example.com,,,Lucknow,Telangana,X369999,India,1947
632554,Amit,Mehta,amit.mehta@example.com,,,Hyderabad,West Bengal,X496496,India,2001
647042,Raj,Kumar,raj.kumar@example.com,,,Lucknow,Telangana,X650757,India,1956
647856,Neha,Mehta,neha.mehta@example.com,,,Pune,Tamil Nadu,X702260,India,1971
655540,Anil,Jain,anil.jain@example.com,,,Chennai,Telangana,X727722,India,1951
656204,Anil,Gupta,anil.gupta@example.com,,,Hyderabad,Rajasthan,X981948,India,1962
662862,Vikram,Jain,vikram.jain@example.com,,,Lucknow,Karnataka,X223189,India,1996
664574,Sanjay,Reddy,sanjay.reddy@example.com,,,Lucknow,Telangana,X818800,India,1981
665529,Raj,Kumar,raj.kumar@example.com,,,Kolkata,Delhi,X262480,India,1999
676413,Isha,Gupta,isha.gupta@example.com,,,Mumbai,Tamil Nadu,X618650,India,1985
678674,Raj,Singh,raj.singh@example.com,,,Bangalore,Rajasthan,X391190,India,1954
680912,Sita,Sharma,sita.sharma@example.com,,,Kolkata,Karnataka,X783532,India,1973
685399,Anil,Mehta,anil.mehta@example.com,,,Mumbai,Maharashtra,X112437,India,1980
690050,Amit,Patel,amit.patel@example.com,,,Ahmedabad,Maharashtra,X413894,India,1980
692163,Priya,Mehta,priya.mehta@example.com,,,Mumbai,Gujarat,X740416,India,1980
705293,Sita,Gupta,sita.gupta@example.com,,,Jaipur,Telangana,X133103,India,1952
705973,Priya,Jain,priya.jain@example.com,,,Bangalore,Tamil Nadu,X392880,India,1999
707491,Sanjay,Kumar,sanjay.kumar@example.com,,,Hyderabad,Uttar Pradesh,X158933,India,1948
709151,Deepa,Khan,deepa.khan@example.com,,,Jaipur,Telangana,X357061,India,1977
714206,Sanjay,Jain,sanjay.jain@example.com,,,Bangalore,Gujarat,X901204,India,1974
718765,Priya,Shah,priya.shah@example.com,,,Delhi,Tamil Nadu,X414587,India,1965
722170,Neha,Reddy,neha.reddy@example.com,,,Mumbai,Rajasthan,X988805,India,1954
728862,Neha,Sharma,neha.sharma@example.com,,,Hyderabad,Rajasthan,X477546,India,1946
736848,Raj,Gupta,raj.gupta@example.com,,,Bangalore,Gujarat,X279012,India,1972
738947,Vikram,Singh,vikram.singh@example.com,,,Ahmedabad,West Bengal,X773859,India,1957
739427,Priya,Mehta,priya.mehta@example.com,,,Jaipur,West Bengal,X990497,India,1971
741886,Sanjay,Khan,sanjay.khan@example.com,,,Pune,Gujarat,X330721,India,1990
742517,Anil,Reddy,anil.reddy@example.com,,,Pune,Delhi,X994737,India,1977
742704,Isha,Singh,isha.singh@example.com,,,Chennai,Maharashtra,X526904,India,1962
745655,Priya,Patel,priya.patel@example.com,,,Ahmedabad,West Bengal,X850219,India,1975
747641,Sanjay,Khan,sanjay.khan@example.com,,,Pune,Gujarat,X571939,India,1947
749506,Raj,Kumar,raj.kumar@example.com,,,Delhi,Karnataka,X690313,India,1992
753046,Amit,Shah,amit.shah@example.com,,,Delhi,Telangana,X235921,India,1994
757311,Sanjay,Sharma,sanjay.sharma@example.com,,,Delhi,Uttar Pradesh,X589218,India,1959
758260,Vikram,Mehta,vikram.mehta@example.com,,,Mumbai,Telangana,X511577,India,1964
763847,Isha,Singh,isha.singh@example.com,,,Ahmedabad,West Bengal,X821561,India,1958
764037,Isha,Gupta,isha.gupta@example.com,,,Jaipur,Karnataka,X925572,India,1975
766887,Priya,Jain,priya.jain@example.com,,,Pune,Telangana,X485383,India,1968
768850,Anil,Kumar,anil.kumar@example.com,,,Mumbai,Tamil Nadu,X720447,India,1987
773613,Sanjay,Jain,sanjay.jain@example.com,,,Kolkata,Maharashtra,X281298,India,2001
783365,Isha,Mehta,isha.mehta@example.com,,,Hyderabad,Gujarat,X306840,India,1998
787318,Priya,Singh,priya.singh@example.com,,,Chennai,Maharashtra,X968515,India,1951
787378,Amit,Khan,amit.khan@example.com,,,Kolkata,Rajasthan,X939894,India,1958
787773,Sita,Jain,sita.jain@example.com,,,Jaipur,Telangana,X860814,India,1990
794977,Sita,Shah,sita.shah@example.com,,,Bangalore,Gujarat,X377264,India,1994
796750,Anil,Gupta,anil.gupta@example.com,,,Pune,West Bengal,X762887,India,1961
803424,Sanjay,Mehta,sanjay.mehta@example.com,,,Hyderabad,Maharashtra,X371695,India,1945
813906,Amit,Patel,amit.patel@example.com,,,Ahmedabad,Rajasthan,X853830,India,1970
820917,Deepa,Kumar,deepa.kumar@example.com,,,Pune,Telangana,X637639,India,2002
823115,Sita,Sharma,sita.sharma@example.com,,,Bangalore,Rajasthan,X577210,India,2003
828062,Vikram,Mehta,vikram.mehta@example.com,,,Bangalore,West Bengal,X943171,India,1953
831073,Sanjay,Shah,sanjay.shah@example.com,,,Lucknow,Tamil Nadu,X475631,India,1988
831840,Amit,Gupta,amit.gupta@example.com,,,Kolkata,Karnataka,X641055,India,1965
833498,Anil,Gupta,anil.gupta@example.com,,,Hyderabad,Gujarat,X580683,India,1996
837077,Priya,Reddy,priya.reddy@example.com,,,Bangalore,Telangana,X663229,India,1995
839615,Anil,Singh,anil.singh@example.com,,,Delhi,Maharashtra,X695144,India,1954
843431,Deepa,Singh,deepa.singh@example.com,,,Ahmedabad,Telangana,X875035,India,1962
845419,Isha,Jain,isha.jain@example.com,,,Jaipur,Delhi,X283688,India,1987
848940,Neha,Shah,neha.shah@example.com,,,Delhi,Gujarat,X656420,India,1983
852035,Sita,Kumar,sita.kumar@example.com,,,Pune,Delhi,X128615,India,1975
860737,Isha,Mehta,isha.mehta@example.com,,,Bangalore,Maharashtra,X359004,India,1959
866401,Deepa,Khan,deepa.khan@example.com,,,Lucknow,Karnataka,X495750,India,1970
875522,Amit,Patel,amit.patel@example.com,,,Ahmedabad,Maharashtra,X970699,India,1970
876359,Sanjay,Shah,sanjay.shah@example.com,,,Pune,Tamil Nadu,X622779,India,1997
876834,Sita,Shah,sita.shah@example.com,,,Delhi,Gujarat,X803893,India,1974
880025,Sanjay,Khan,sanjay.khan@example.com,,,Bangalore,Rajasthan,X307932,India,1944
883485,Isha,Jain,isha.jain@example.com,,,Hyderabad,Maharashtra,X998524,India,1957
885653,Priya,Sharma,priya.sharma@example.com,,,Delhi,Rajasthan,X772445,India,1952
889459,Vikram,Shah,vikram.shah@example.com,,,Delhi,Telangana,X576673,India,1945
892642,Raj,Shah,raj.shah@example.com,,,Kolkata,Uttar Pradesh,X143884,India,1993
899188,Raj,Gupta,raj.gupta@example.com,,,Jaipur,West Bengal,X436972,India,1960
902705,Sita,Patel,sita.patel@example.com,,,Hyderabad,Uttar Pradesh,X633464,India,1996
909322,Priya,Jain,priya.jain@example.com,,,Pune,Maharashtra,X919432,India,1964
910609,Deepa,Jain,deepa.jain@example.com,,,Chennai,West Bengal,X691850,India,1985
919041,Isha,Sharma,isha.sharma@example.com,,,Ahmedabad,Tamil Nadu,X316879,India,1948
921138,Sita,Singh,sita.singh@example.com,,,Chennai,Gujarat,X176023,India,1995
927679,Sita,Khan,sita.khan@example.com,,,Ahmedabad,West Bengal,X111116,India,1946
930329,Sanjay,Gupta,sanjay.gupta@example.com,,,Bangalore,Karnataka,X359258,India,1976
938248,Priya,Gupta,priya.gupta@example.com,,,Mumbai,Rajasthan,X670107,India,1993
938975,Isha,Gupta,isha.gupta@example.com,,,Delhi,West Bengal,X134307,India,1947
939589,Anil,Sharma,anil.sharma@example.com,,,Hyderabad,Karnataka,X676306,India,1993
942469,Amit,Jain,amit.jain@example.com,,,Hyderabad,Gujarat,X724562,India,1987
943787,Amit,Singh,amit.singh@example.com,,,Jaipur,Tamil Nadu,X695389,India,1948
945126,Deepa,Reddy,deepa.reddy@example.com,,,Bangalore,Rajasthan,X476276,India,1953
946099,Neha,Singh,neha.singh@example.com,,,Kolkata,West Bengal,X164636,India,1955
948967,Sanjay,Shah,sanjay.shah@example.com,,,Jaipur,Delhi,X757428,India,1991
949269,Sanjay,Khan,sanjay.khan@example.com,,,Mumbai,Delhi,X735361,India,1944
955111,Sita,Jain,sita.jain@example.com,,,Chennai,West Bengal,X738435,India,1971
957573,Vikram,Shah,vikram.shah@example.com,,,Jaipur,Tamil Nadu,X982401,India,1964
963398,Sanjay,Reddy,sanjay.reddy@example.com,,,Ahmedabad,Delhi,X232933,India,1970
965209,Isha,Singh,isha.singh@example.com,,,Jaipur,Delhi,X992344,India,1949
966690,Isha,Gupta,isha.gupta@example.com,,,Hyderabad,Uttar Pradesh,X410062,India,1953
969559,Amit,Shah,amit.shah@example.com,,,Ahmedabad,Rajasthan,X163128,India,1995
972071,Sita,Singh,sita.singh@example.com,,,Mumbai,Telangana,X862659,India,1998
974207,Priya,Jain,priya.jain@example.com,,,Delhi,Gujarat,X985129,India,1989
978338,Sanjay,Jain,sanjay.jain@example.com,,,Pune,Karnataka,X397691,India,1962
983158,Amit,Jain,amit.jain@example.com,,,Bangalore,Delhi,X418952,India,1955
984173,Anil,Kumar,anil.kumar@example.com,,,Bangalore,Rajasthan,X791476,India,1982
986315,Anil,Sharma,anil.sharma@example.com,,,Delhi,Tamil Nadu,X833210,India,1984
986407,Vikram,Patel,vikram.patel@example.com,,,Ahmedabad,Tamil Nadu,X558383,India,1982
992299,Neha,Mehta,neha.mehta@example.com,,,Bangalore,Maharashtra,X104015,India,2000
993329,Neha,Kumar,neha.kumar@example.com,,,Bangalore,Delhi,X348945,India,1954
997233,Raj,Singh,raj.singh@example.com,,,Lucknow,Delhi,X320194,India,1972
999938,Vikram,Gupta,vikram.gupta@example.com,,,Pune,Telangana,X915555,India,1960
1005095,Neha,Sharma,neha.sharma@example.com,,,Bangalore,Tamil Nadu,X820183,India,1994
1009113,Priya,Reddy,priya.reddy@example.com,,,Chennai,Telangana,X146371,India,1963
1010459,Isha,Shah,isha.shah@example.com,,,Delhi,Uttar Pradesh,X400714,India,1949
1011857,Deepa,Singh,deepa.singh@example.com,,,Chennai,Rajasthan,X746142,India,2003
1011995,Priya,Mehta,priya.mehta@example.com,,,Bangalore,Telangana,X430168,India,1957
1013382,Neha,Reddy,neha.reddy@example.com,,,Pune,Karnataka,X995420,India,1991
1015957,Deepa,Jain,deepa.jain@example.com,,,Ahmedabad,Rajasthan,X812515,India,1954
1017615,Neha,Kumar,neha.kumar@example.com,,,Delhi,Maharashtra,X865604,India,1974
1031019,Sita,Singh,sita.singh@example.com,,,Mumbai,Telangana,X302565,India,1984
1036835,Anil,Patel,anil.patel@example.com,,,Ahmedabad,Tamil Nadu,X284943,India,1990
1039702,Amit,Kumar,amit.kumar@example.com,,,Mumbai,Uttar Pradesh,X807883,India,1978
1042610,Amit,Gupta,amit.gupta@example.com,,,Hyderabad,Rajasthan,X924514,India,1944
1051289,Isha,Khan,isha.khan@example.com,,,Jaipur,Gujarat,X971103,India,1983
1055092,Neha,Patel,neha.patel@example.com,,,Delhi,Uttar Pradesh,X506582,India,2001
1055531,Vikram,Patel,vikram.patel@example.com,,,Kolkata,Rajasthan,X173541,India,1989
1060712,Amit,Patel,amit.patel@example.com,,,Ahmedabad,Gujarat,X982890,India,1985
1062408,Amit,Singh,amit.singh@example.com,,,Delhi,Telangana,X780306,India,1949
1067390,Anil,Gupta,anil.gupta@example.com,,,Jaipur,Maharashtra,X541939,India,1972
1068849,Neha,Reddy,neha.reddy@example.com,,,Lucknow,Delhi,X550583,India,1956
1070067,Priya,Shah,priya.shah@example.com,,,Hyderabad,Uttar Pradesh,X460197,India,1975
1075697,Sanjay,Mehta,sanjay.mehta@example.com,,,Hyderabad,Uttar Pradesh,X585864,India,1967
1077422,Amit,Reddy,amit.reddy@example.com,,,Chennai,Delhi,X853789,India,1954
1081828,Raj,Gupta,raj.gupta@example.com,,,Ahmedabad,Delhi,X126250,India,1993
1082775,Priya,Singh,priya.singh@example.com,,,Hyderabad,Delhi,X139566,India,1982
1087073,Isha,Jain,isha.jain@example.com,,,Delhi,Delhi,X161282,India,1961
1088172,Deepa,Gupta,deepa.gupta@example.com,,,Jaipur,Gujarat,X504067,India,1973
